text,label
DHL Express: Your shipment from Delhi is on hold. Resolve delivery issues at http://usps-address-update-fees.net,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 42530. Please call helpline: 98122-38291 immediately.",1
We are meeting at the park at 9:00 AM. Bring your running shoes!,0
Your DHL account has been compromised. Log in immediately to reset your password: http://metamask-restore-wallet.xyz,1
"Hey, just checking in to see how your mom is doing after the surgery.",0
Urgent: Verification required for your Microsoft subscription. Click here to update your billing details: http://telegram-job-group.link,1
Hey! Are we still meeting for lunch today at 12 noon? Let me know.,0
"Dear customer, update your PAN/Aadhaar card for Axis Bank account to avoid deactivation: http://icicibank-secure.org",1
Your transaction at Axis Bank of Rs. Rs. 6609 was successful. Card ending in 715074.,0
Congratulations! Your mobile number has been selected to win a free bread. Claim your reward: http://yono-sbi-alert.online,1
Your DHL security code is 391378. This is only valid for 10 minutes.,0
"We detected a suspicious login on your Netflix account. If this was not you, secure your account at http://netflix-billing-update.xyz",1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Wells Fargo Notice: Unused rewards points expiring today! Claim your cash back of $836 now: http://sbi-kyc-verify.net,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://verify-appleid-support.com,1
We are meeting at the park at 3:30 PM. Bring your running shoes!,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://telegram-job-group.link to avoid shutoff.,1
The team meeting is rescheduled to 9:00 AM in the main conference room.,0
Verify your Metamask wallet recovery phrase within 24 hours to avoid losing access: http://paytm-wallet-update.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Your DHL account has been compromised. Log in immediately to reset your password: http://indiapost-delivery-fees.xyz,1
We are meeting at the park at 12 noon. Bring your running shoes!,0
Your monthly gas bill is overdue. Pay Rs. 46620 now at http://metamask-restore-wallet.xyz to prevent service termination.,1
"Hi Smith, I've sent you the files for the project review. Let me know if you have any questions.",0
Earn Rs. 27238 daily by working part-time. No experience required. Start immediately on WhatsApp: http://yono-sbi-alert.online,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://telegram-job-group.link to avoid shutoff.,1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Jackpot Alert: You are the winner of Rs. 3555 cash! Click to transfer to your bank account: http://icicibank-secure.org,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 27275. Register: http://netflix-billing-update.xyz,1
Thanks for ordering from DHL! Your item has been shipped and will arrive tomorrow.,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://icicibank-secure.org,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
Security Alert: A login attempt was made on your Metamask from Mumbai. Confirm seed phrase: http://whatsapp-job-scam.xyz,1
"Hello, this is to inform you that your delivery from India Post will arrive today between 2 PM and 5 PM.",0
Action Required: Unusual sign-in attempt detected on your HDFC Bank account. Secure it now: http://hdfc-security-login.info,1
Your transaction at SBI of Rs. 1026.00 was successful. Card ending in 333925.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://whatsapp-job-scam.xyz,1
Your Apple verification code is 946935. Do not share this code with anyone.,0
SBI Notice: Unused rewards points expiring today! Claim your cash back of $325 now: http://icicibank-secure.org,1
"Hi Rajesh, I've sent you the files for the project review. Let me know if you have any questions.",0
Axis Bank Notice: Unused rewards points expiring today! Claim your cash back of $727 now: http://indiapost-delivery-fees.xyz,1
Thanks for ordering from Google! Your item has been shipped and will arrive tomorrow.,0
Make money online with zero investment! Earn Rs. 47096 every week. Sign up now: http://usps-address-update-fees.net,1
Can you pick up some grocery and eggs on your way home? Thanks!,0
Earn $233 daily by working part-time. No experience required. Start immediately on WhatsApp: http://netflix-billing-update.xyz,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of $302. Please call helpline: 88291-03928 immediately.",1
Your transaction at HDFC Bank of Rs. 4593.00 was successful. Card ending in 695410.,0
Your monthly gas bill is overdue. Pay Rs. 33263 now at http://netflix-billing-update.xyz to prevent service termination.,1
Please find the attached bank statement for your credit card for the month of April.,0
"We detected a suspicious login on your Microsoft account. If this was not you, secure your account at http://hdfc-security-login.info",1
"Hey, just checking in to see how your mom is doing after the surgery.",0
Chase Notice: Unused rewards points expiring today! Claim your cash back of Rs. 19883 now: http://yono-sbi-alert.online,1
Thanks for your subscription! Your receipt for order #454442 is attached. Microsoft.,0
DHL Express: Your shipment from Mumbai is on hold. Resolve delivery issues at http://sbi-kyc-verify.net,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://indiapost-delivery-fees.xyz to avoid shutoff.,1
Thanks for ordering from Microsoft! Your item has been shipped and will arrive tomorrow.,0
Urgent: Verification required for your Amazon subscription. Click here to update your billing details: http://indiapost-delivery-fees.xyz,1
Your FedEx verification code is 123610. Do not share this code with anyone.,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://hdfc-security-login.info",1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 16015. Update details: http://telegram-job-group.link,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
"Dear Client, your Chase account will be suspended. To prevent deactivation, update your KYC immediately at http://hdfc-security-login.info",1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Verify your Coinbase wallet recovery phrase within 24 hours to avoid losing access: http://netflix-billing-update.xyz,1
"Hi Emily, I've sent you the files for the project review. Let me know if you have any questions.",0
Your Netflix account has been compromised. Log in immediately to reset your password: http://telegram-job-group.link,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Alert: Your Paytm netbanking access is blocked due to suspicious activity. Verify details now: http://indiapost-delivery-fees.xyz,1
Your transaction at YONO SBI of Rs. 3330.00 was successful. Card ending in 229131.,0
"Dear customer, update your PAN/Aadhaar card for Wells Fargo account to avoid deactivation: http://sbi-kyc-verify.net",1
Your appointment with Dr. David is scheduled for Monday at 6:15 PM.,0
Urgent: Verification required for your Facebook subscription. Click here to update your billing details: http://telegram-job-group.link,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
"Dear customer, update your PAN/Aadhaar card for Wells Fargo account to avoid deactivation: http://paytm-wallet-update.xyz",1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://telegram-job-group.link",1
"Hey, just checking in to see how your mom is doing after the surgery.",0
"Dear customer, update your PAN/Aadhaar card for Axis Bank account to avoid deactivation: http://icicibank-secure.org",1
The team meeting is rescheduled to 12 noon in the main conference room.,0
Congratulations! You are selected for a work-from-home position. Daily wage of $362. Register: http://netflix-billing-update.xyz,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://metamask-restore-wallet.xyz,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
Security Alert: A login attempt was made on your Coinbase from Mumbai. Confirm seed phrase: http://indiapost-delivery-fees.xyz,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
Your monthly gas bill is overdue. Pay Rs. 5648 now at http://netflix-billing-update.xyz to prevent service termination.,1
"Hello, this is to inform you that your delivery from India Post will arrive today between 2 PM and 5 PM.",0
Part-time home job vacancy: Earn up to Rs. 12463 per week by liking social media posts. Join Telegram: http://netflix-billing-update.xyz,1
Your Google verification code is 588532. Do not share this code with anyone.,0
Alert: Your YONO SBI netbanking access is blocked due to suspicious activity. Verify details now: http://netflix-billing-update.xyz,1
"Hello, this is to inform you that your delivery from Spotify will arrive today between 2 PM and 5 PM.",0
"Dear Client, your Bank of America account will be suspended. To prevent deactivation, update your KYC immediately at http://sbi-kyc-verify.net",1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Action Required: Unusual sign-in attempt detected on your Kotak Bank account. Secure it now: http://telegram-job-group.link,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Your FedEx account has been compromised. Log in immediately to reset your password: http://hdfc-security-login.info,1
"Hi John, I've sent you the files for the project review. Let me know if you have any questions.",0
Verify your TrustWallet wallet recovery phrase within 24 hours to avoid losing access: http://icicibank-secure.org,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Lucky Winner: You have won a Facebook Gift Card worth Rs. 21182! Redeem your prize here: http://sbi-kyc-verify.net,1
We are meeting at the park at 6:15 PM. Bring your running shoes!,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://sbi-kyc-verify.net,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
"Dear SBI Member, your YONO SBI account will be suspended. To prevent deactivation, update your KYC immediately at http://telegram-job-group.link",1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Action Required: Unusual sign-in attempt detected on your Chase account. Secure it now: http://indiapost-delivery-fees.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://whatsapp-job-scam.xyz,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 14274. Update details: http://whatsapp-job-scam.xyz,1
"Hello, this is to inform you that your delivery from Amazon will arrive today between 2 PM and 5 PM.",0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 26953. Update details: http://indiapost-delivery-fees.xyz,1
Hey! Are we still meeting for lunch today at 12 noon? Let me know.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://yono-sbi-alert.online,1
Your Facebook verification code is 382924. Do not share this code with anyone.,0
Part-time home job vacancy: Earn up to Rs. 44517 per week by liking social media posts. Join Telegram: http://netflix-billing-update.xyz,1
Your monthly credit card statement for Paytm is now available online. Log in to view it.,0
"Dear User, your Wells Fargo account will be suspended. To prevent deactivation, update your KYC immediately at http://telegram-job-group.link",1
Hey! Are we still meeting for lunch today at 9:00 AM? Let me know.,0
Your Microsoft account has been compromised. Log in immediately to reset your password: http://hdfc-security-login.info,1
Your Amazon verification code is 993293. Do not share this code with anyone.,0
"Dear Customer, your Chase account will be suspended. To prevent deactivation, update your KYC immediately at http://paytm-wallet-update.xyz",1
"Hi David, I've sent you the files for the project review. Let me know if you have any questions.",0
Your monthly gas bill is overdue. Pay $654 now at http://whatsapp-job-scam.xyz to prevent service termination.,1
Can you pick up some coffee and eggs on your way home? Thanks!,0
Earn $606 daily by working part-time. No experience required. Start immediately on WhatsApp: http://metamask-restore-wallet.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Congratulations! You are selected for a work-from-home position. Daily wage of $510. Register: http://icicibank-secure.org,1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Congratulations! You are selected for a work-from-home position. Daily wage of $340. Register: http://paytm-wallet-update.xyz,1
Your transaction at Chase of Rs. Rs. 7172 was successful. Card ending in 625068.,0
Your India Post account has been compromised. Log in immediately to reset your password: http://icicibank-secure.org,1
Your transaction at Chase of Rs. 4493.00 was successful. Card ending in 490928.,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://hdfc-security-login.info",1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
"We detected a suspicious login on your DHL account. If this was not you, secure your account at http://whatsapp-job-scam.xyz",1
Your appointment with Dr. Jessica is scheduled for Monday at 9:00 AM.,0
Jackpot Alert: You are the winner of Rs. 23990 cash! Click to transfer to your bank account: http://netflix-billing-update.xyz,1
"Hi David, I've sent you the files for the project review. Let me know if you have any questions.",0
Part-time home job vacancy: Earn up to $232 per week by liking social media posts. Join Telegram: http://telegram-job-group.link,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
You have won a lottery prize of Rs. 16719 from Facebook! Contact customer service on WhatsApp to claim: http://indiapost-delivery-fees.xyz,1
Your package from Google is out for delivery. You can track it here: github.com,0
USPS Update: Package delivery failed due to unpaid customs fee of $650. Update details: http://whatsapp-job-scam.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://whatsapp-job-scam.xyz,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 20187. Update details: http://whatsapp-job-scam.xyz,1
Your Microsoft verification code is 765315. Do not share this code with anyone.,0
DHL Express: Your shipment from Bangalore is on hold. Resolve delivery issues at http://yono-sbi-alert.online,1
We are meeting at the park at 12 noon. Bring your running shoes!,0
"Dear SBI Member, your Axis Bank account will be suspended. To prevent deactivation, update your KYC immediately at http://hdfc-security-login.info",1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
"Dear customer, your ICICI Bank card has been blocked. Click here to reactivate: http://whatsapp-job-scam.xyz",1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Security Alert: A login attempt was made on your Metamask from London. Confirm seed phrase: http://usps-address-update-fees.net,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
Congratulations! You are selected for a work-from-home position. Daily wage of $865. Register: http://indiapost-delivery-fees.xyz,1
We are meeting at the park at 12 noon. Bring your running shoes!,0
Congratulations! Your mobile number has been selected to win a free bread. Claim your reward: http://sbi-kyc-verify.net,1
Can you pick up some grocery and eggs on your way home? Thanks!,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://metamask-restore-wallet.xyz",1
We are meeting at the park at 9:00 AM. Bring your running shoes!,0
DHL Express: Your shipment from New York is on hold. Resolve delivery issues at http://metamask-restore-wallet.xyz,1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
ICICI Bank Notice: Unused rewards points expiring today! Claim your cash back of Rs. 35757 now: http://telegram-job-group.link,1
Your transaction at HDFC Bank of Rs. Rs. 14184 was successful. Card ending in 579644.,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://metamask-restore-wallet.xyz,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://hdfc-security-login.info,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
Your monthly gas bill is overdue. Pay $608 now at http://metamask-restore-wallet.xyz to prevent service termination.,1
Can you pick up some grocery and eggs on your way home? Thanks!,0
"Dear customer, update your PAN/Aadhaar card for SBI account to avoid deactivation: http://indiapost-delivery-fees.xyz",1
We are meeting at the park at 3:30 PM. Bring your running shoes!,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://yono-sbi-alert.online to avoid shutoff.,1
Your transaction at YONO SBI of Rs. 256.00 was successful. Card ending in 188170.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://hdfc-security-login.info,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
Congratulations! You are selected for a work-from-home position. Daily wage of $300. Register: http://sbi-kyc-verify.net,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://yono-sbi-alert.online,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 9212. Register: http://paytm-wallet-update.xyz,1
"Hi, your Kotak Bank account has been credited with INR 4635.00. Available balance is INR 4635.00.",0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://sbi-kyc-verify.net,1
Thanks for ordering from Google! Your item has been shipped and will arrive tomorrow.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 20354. Register: http://verify-appleid-support.com,1
Thanks for your subscription! Your receipt for order #795011 is attached. Amazon.,0
"Dear Cardholder, your Paytm account will be suspended. To prevent deactivation, update your KYC immediately at http://indiapost-delivery-fees.xyz",1
The team meeting is rescheduled to 9:00 AM in the main conference room.,0
USPS Update: Package delivery failed due to unpaid customs fee of $598. Update details: http://icicibank-secure.org,1
We are meeting at the park at 6:15 PM. Bring your running shoes!,0
DHL Express: Your shipment from London is on hold. Resolve delivery issues at http://netflix-billing-update.xyz,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
"Dear customer, your Axis Bank card has been blocked. Click here to reactivate: http://usps-address-update-fees.net",1
Your transaction at Wells Fargo of Rs. 741.00 was successful. Card ending in 266146.,0
Make money online with zero investment! Earn Rs. 19795 every week. Sign up now: http://paytm-wallet-update.xyz,1
Thanks for your subscription! Your receipt for order #561095 is attached. Microsoft.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://telegram-job-group.link,1
"Hi Rajesh, I've sent you the files for the project review. Let me know if you have any questions.",0
Make money online with zero investment! Earn $545 every week. Sign up now: http://verify-appleid-support.com,1
"Hey, just checking in to see how your mom is doing after the surgery.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://yono-sbi-alert.online,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
You have won a lottery prize of Rs. 40866 from DHL! Contact customer service on WhatsApp to claim: http://paytm-wallet-update.xyz,1
Thanks for ordering from DHL! Your item has been shipped and will arrive tomorrow.,0
You have won a lottery prize of Rs. 17638 from India Post! Contact customer service on WhatsApp to claim: http://hdfc-security-login.info,1
"Hello, this is to inform you that your delivery from Microsoft will arrive today between 2 PM and 5 PM.",0
"Dear customer, update your PAN/Aadhaar card for HDFC Bank account to avoid deactivation: http://telegram-job-group.link",1
Your transaction at ICICI Bank of Rs. Rs. 11972 was successful. Card ending in 345229.,0
YONO SBI Notice: Unused rewards points expiring today! Claim your cash back of Rs. 24315 now: http://netflix-billing-update.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
"Dear customer, update your PAN/Aadhaar card for ICICI Bank account to avoid deactivation: http://metamask-restore-wallet.xyz",1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Lucky Winner: You have won a India Post Gift Card worth Rs. 44743! Redeem your prize here: http://verify-appleid-support.com,1
Your Microsoft verification code is 722586. Do not share this code with anyone.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://sbi-kyc-verify.net,1
"Hi, your SBI account has been credited with INR Rs. 3027. Available balance is INR Rs. 3027.",0
"Dear Cardholder, your HDFC Bank account will be suspended. To prevent deactivation, update your KYC immediately at http://netflix-billing-update.xyz",1
Thanks for ordering from Facebook! Your item has been shipped and will arrive tomorrow.,0
"Dear customer, your YONO SBI card has been blocked. Click here to reactivate: http://verify-appleid-support.com",1
Your appointment with Dr. Smith is scheduled for Monday at 12 noon.,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://icicibank-secure.org to avoid shutoff.,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of $623. Please call helpline: 88291-03928 immediately.",1
"Hello, this is to inform you that your delivery from Amazon will arrive today between 2 PM and 5 PM.",0
DHL Express: Your shipment from Bangalore is on hold. Resolve delivery issues at http://metamask-restore-wallet.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 13086. Update details: http://icicibank-secure.org,1
We are meeting at the park at 9:00 AM. Bring your running shoes!,0
Alert: Your Axis Bank netbanking access is blocked due to suspicious activity. Verify details now: http://telegram-job-group.link,1
Your Facebook verification code is 572725. Do not share this code with anyone.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://whatsapp-job-scam.xyz,1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Urgent: Verification required for your Amazon subscription. Click here to update your billing details: http://sbi-kyc-verify.net,1
Your Facebook security code is 319970. This is only valid for 10 minutes.,0
"Dear customer, update your PAN/Aadhaar card for SBI account to avoid deactivation: http://metamask-restore-wallet.xyz",1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Your Microsoft account has been compromised. Log in immediately to reset your password: http://netflix-billing-update.xyz,1
Thanks for ordering from DHL! Your item has been shipped and will arrive tomorrow.,0
"We detected a suspicious login on your Apple account. If this was not you, secure your account at http://hdfc-security-login.info",1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
Make money online with zero investment! Earn Rs. 23745 every week. Sign up now: http://usps-address-update-fees.net,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Action Required: Unusual sign-in attempt detected on your ICICI Bank account. Secure it now: http://metamask-restore-wallet.xyz,1
Your monthly credit card statement for Axis Bank is now available online. Log in to view it.,0
"We detected a suspicious login on your Google account. If this was not you, secure your account at http://usps-address-update-fees.net",1
We are meeting at the park at 12 noon. Bring your running shoes!,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 26320. Please call helpline: 88291-03928 immediately.",1
The team meeting is rescheduled to 6:15 PM in the main conference room.,0
Jackpot Alert: You are the winner of Rs. 12052 cash! Click to transfer to your bank account: http://sbi-kyc-verify.net,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Lucky Winner: You have won a Spotify Gift Card worth $472! Redeem your prize here: http://icicibank-secure.org,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://telegram-job-group.link,1
Please find the attached bank statement for your credit card for the month of April.,0
Congratulations! Your mobile number has been selected to win a free grocery. Claim your reward: http://indiapost-delivery-fees.xyz,1
Please find the attached bank statement for your credit card for the month of April.,0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://usps-address-update-fees.net,1
"Hi Jessica, I've sent you the files for the project review. Let me know if you have any questions.",0
DHL Express: Your shipment from Bangalore is on hold. Resolve delivery issues at http://sbi-kyc-verify.net,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Your monthly gas bill is overdue. Pay Rs. 36849 now at http://yono-sbi-alert.online to prevent service termination.,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
"We detected a suspicious login on your Google account. If this was not you, secure your account at http://verify-appleid-support.com",1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Alert: Your ICICI Bank netbanking access is blocked due to suspicious activity. Verify details now: http://netflix-billing-update.xyz,1
"Hi Sarah, I've sent you the files for the project review. Let me know if you have any questions.",0
Jackpot Alert: You are the winner of Rs. 4954 cash! Click to transfer to your bank account: http://hdfc-security-login.info,1
Your DHL security code is 956298. This is only valid for 10 minutes.,0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://sbi-kyc-verify.net,1
"Hey Jessica, happy birthday! Hope you have an awesome day and a great year ahead.",0
Verify your Blockchain wallet recovery phrase within 24 hours to avoid losing access: http://indiapost-delivery-fees.xyz,1
"Hello, this is to inform you that your delivery from Microsoft will arrive today between 2 PM and 5 PM.",0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of $487. Please call helpline: 72019-38291 immediately.",1
Your monthly credit card statement for Kotak Bank is now available online. Log in to view it.,0
Your Apple account has been compromised. Log in immediately to reset your password: http://verify-appleid-support.com,1
"Hey Sharma, happy birthday! Hope you have an awesome day and a great year ahead.",0
Security Alert: A login attempt was made on your Coinbase from Delhi. Confirm seed phrase: http://paytm-wallet-update.xyz,1
We are meeting at the park at 3:30 PM. Bring your running shoes!,0
Security Alert: A login attempt was made on your TrustWallet from Dubai. Confirm seed phrase: http://usps-address-update-fees.net,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Jackpot Alert: You are the winner of $642 cash! Click to transfer to your bank account: http://netflix-billing-update.xyz,1
"Hello, this is to inform you that your delivery from Facebook will arrive today between 2 PM and 5 PM.",0
Security Alert: A login attempt was made on your Metamask from Bangalore. Confirm seed phrase: http://paytm-wallet-update.xyz,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 1690. Register: http://icicibank-secure.org,1
Can you pick up some bread and eggs on your way home? Thanks!,0
