text,label
Security Alert: A login attempt was made on your Blockchain from Mumbai. Confirm seed phrase: http://indiapost-delivery-fees.xyz,1
"Hello, this is to inform you that your delivery from Netflix will arrive today between 2 PM and 5 PM.",0
Security Alert: A login attempt was made on your TrustWallet from New York. Confirm seed phrase: http://icicibank-secure.org,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Earn $864 daily by working part-time. No experience required. Start immediately on WhatsApp: http://icicibank-secure.org,1
"Hello, this is to inform you that your delivery from DHL will arrive today between 2 PM and 5 PM.",0
Make money online with zero investment! Earn $643 every week. Sign up now: http://netflix-billing-update.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 44438. Please call helpline: 89028-19302 immediately.",1
Please find the attached bank statement for your credit card for the month of April.,0
Lucky Winner: You have won a Microsoft Gift Card worth $387! Redeem your prize here: http://indiapost-delivery-fees.xyz,1
Your Google security code is 721770. This is only valid for 10 minutes.,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://indiapost-delivery-fees.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
"Dear customer, update your PAN/Aadhaar card for Axis Bank account to avoid deactivation: http://yono-sbi-alert.online",1
"Hi John, I've sent you the files for the project review. Let me know if you have any questions.",0
Action Required: Unusual sign-in attempt detected on your Kotak Bank account. Secure it now: http://indiapost-delivery-fees.xyz,1
"Hi Smith, I've sent you the files for the project review. Let me know if you have any questions.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://telegram-job-group.link,1
Hey! Are we still meeting for lunch today at 12 noon? Let me know.,0
"Dear User, your Chase account will be suspended. To prevent deactivation, update your KYC immediately at http://yono-sbi-alert.online",1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://indiapost-delivery-fees.xyz to avoid shutoff.,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Security Alert: A login attempt was made on your Metamask from Chicago. Confirm seed phrase: http://whatsapp-job-scam.xyz,1
Thanks for your subscription! Your receipt for order #398983 is attached. Spotify.,0
Security Alert: A login attempt was made on your TrustWallet from Mumbai. Confirm seed phrase: http://yono-sbi-alert.online,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Congratulations! You are selected for a work-from-home position. Daily wage of $316. Register: http://sbi-kyc-verify.net,1
"Hey, just checking in to see how your mom is doing after the surgery.",0
"Dear customer, your HDFC Bank card has been blocked. Click here to reactivate: http://icicibank-secure.org",1
Your package from Microsoft is out for delivery. You can track it here: fedex.com/track,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 33124. Please call helpline: 98122-38291 immediately.",1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
Your Amazon account has been compromised. Log in immediately to reset your password: http://netflix-billing-update.xyz,1
"Hi, your Wells Fargo account has been credited with INR Rs. 14375. Available balance is INR Rs. 14375.",0
Wells Fargo Notice: Unused rewards points expiring today! Claim your cash back of $960 now: http://paytm-wallet-update.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://whatsapp-job-scam.xyz",1
"Your flight to New York is confirmed for tomorrow at 1:00 PM. Terminal 3, Gate 314453.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://indiapost-delivery-fees.xyz to avoid shutoff.,1
Can you pick up some coffee and eggs on your way home? Thanks!,0
SBI Notice: Unused rewards points expiring today! Claim your cash back of $857 now: http://whatsapp-job-scam.xyz,1
Can you pick up some coffee and eggs on your way home? Thanks!,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://telegram-job-group.link",1
Hey! Are we still meeting for lunch today at 6:15 PM? Let me know.,0
Jackpot Alert: You are the winner of Rs. 26566 cash! Click to transfer to your bank account: http://usps-address-update-fees.net,1
Your Spotify security code is 350708. This is only valid for 10 minutes.,0
"Dear User, your ICICI Bank account will be suspended. To prevent deactivation, update your KYC immediately at http://whatsapp-job-scam.xyz",1
We are meeting at the park at 3:30 PM. Bring your running shoes!,0
Alert: Your Paytm netbanking access is blocked due to suspicious activity. Verify details now: http://whatsapp-job-scam.xyz,1
The team meeting is rescheduled to 1:00 PM in the main conference room.,0
"We detected a suspicious login on your Spotify account. If this was not you, secure your account at http://metamask-restore-wallet.xyz",1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
USPS Update: Package delivery failed due to unpaid customs fee of $143. Update details: http://paytm-wallet-update.xyz,1
Thanks for ordering from Facebook! Your item has been shipped and will arrive tomorrow.,0
Congratulations! Your mobile number has been selected to win a free coffee. Claim your reward: http://whatsapp-job-scam.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
Part-time home job vacancy: Earn up to $982 per week by liking social media posts. Join Telegram: http://verify-appleid-support.com,1
Hey! Are we still meeting for lunch today at 1:00 PM? Let me know.,0
Alert: Your Axis Bank netbanking access is blocked due to suspicious activity. Verify details now: http://metamask-restore-wallet.xyz,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
SBI Notice: Unused rewards points expiring today! Claim your cash back of $469 now: http://netflix-billing-update.xyz,1
Can you pick up some bread and eggs on your way home? Thanks!,0
Lucky Winner: You have won a Spotify Gift Card worth $583! Redeem your prize here: http://usps-address-update-fees.net,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
"Dear customer, update your PAN/Aadhaar card for Wells Fargo account to avoid deactivation: http://whatsapp-job-scam.xyz",1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://metamask-restore-wallet.xyz to avoid shutoff.,1
Thanks for ordering from DHL! Your item has been shipped and will arrive tomorrow.,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://paytm-wallet-update.xyz,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Security Alert: A login attempt was made on your Metamask from Dubai. Confirm seed phrase: http://indiapost-delivery-fees.xyz,1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Jackpot Alert: You are the winner of Rs. 21230 cash! Click to transfer to your bank account: http://telegram-job-group.link,1
Please find the attached bank statement for your credit card for the month of April.,0
USPS Update: Package delivery failed due to unpaid customs fee of $534. Update details: http://netflix-billing-update.xyz,1
"Hello, this is to inform you that your delivery from Netflix will arrive today between 2 PM and 5 PM.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://yono-sbi-alert.online to avoid shutoff.,1
Your Facebook security code is 319550. This is only valid for 10 minutes.,0
Security Alert: A login attempt was made on your TrustWallet from Bangalore. Confirm seed phrase: http://verify-appleid-support.com,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Jackpot Alert: You are the winner of $817 cash! Click to transfer to your bank account: http://yono-sbi-alert.online,1
"Hi, your Chase account has been credited with INR Rs. 3434. Available balance is INR Rs. 3434.",0
Lucky Winner: You have won a Google Gift Card worth $382! Redeem your prize here: http://metamask-restore-wallet.xyz,1
Thanks for ordering from Google! Your item has been shipped and will arrive tomorrow.,0
Your Netflix account has been compromised. Log in immediately to reset your password: http://netflix-billing-update.xyz,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
"Dear customer, your ICICI Bank card has been blocked. Click here to reactivate: http://yono-sbi-alert.online",1
Please find the attached bank statement for your credit card for the month of April.,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://metamask-restore-wallet.xyz,1
"Hey Sarah, happy birthday! Hope you have an awesome day and a great year ahead.",0
Part-time home job vacancy: Earn up to Rs. 28464 per week by liking social media posts. Join Telegram: http://netflix-billing-update.xyz,1
Your appointment with Dr. Smith is scheduled for Monday at 6:15 PM.,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://netflix-billing-update.xyz,1
"Hello, this is to inform you that your delivery from Spotify will arrive today between 2 PM and 5 PM.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://indiapost-delivery-fees.xyz to avoid shutoff.,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://netflix-billing-update.xyz to avoid shutoff.,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Urgent: Verification required for your Facebook subscription. Click here to update your billing details: http://sbi-kyc-verify.net,1
"Hey, just checking in to see how your mom is doing after the surgery.",0
Congratulations! You are selected for a work-from-home position. Daily wage of $926. Register: http://indiapost-delivery-fees.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
"Dear customer, update your PAN/Aadhaar card for SBI account to avoid deactivation: http://sbi-kyc-verify.net",1
"Hey, just checking in to see how your mom is doing after the surgery.",0
Part-time home job vacancy: Earn up to $339 per week by liking social media posts. Join Telegram: http://netflix-billing-update.xyz,1
"Your flight to Bangalore is confirmed for tomorrow at 6:15 PM. Terminal 3, Gate 121359.",0
USPS Update: Package delivery failed due to unpaid customs fee of $104. Update details: http://whatsapp-job-scam.xyz,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
Alert: Your HDFC Bank netbanking access is blocked due to suspicious activity. Verify details now: http://usps-address-update-fees.net,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://netflix-billing-update.xyz,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
Congratulations! You are selected for a work-from-home position. Daily wage of $936. Register: http://indiapost-delivery-fees.xyz,1
Your transaction at Axis Bank of Rs. 744.00 was successful. Card ending in 921202.,0
Your FedEx account has been compromised. Log in immediately to reset your password: http://netflix-billing-update.xyz,1
"Hi, did you get a chance to review the presentation deck I shared yesterday?",0
"We detected a suspicious login on your Google account. If this was not you, secure your account at http://netflix-billing-update.xyz",1
"Your flight to Mumbai is confirmed for tomorrow at 6:15 PM. Terminal 3, Gate 589361.",0
Congratulations! Your mobile number has been selected to win a free bread. Claim your reward: http://telegram-job-group.link,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Security Alert: A login attempt was made on your Coinbase from Chicago. Confirm seed phrase: http://metamask-restore-wallet.xyz,1
Your Spotify security code is 835787. This is only valid for 10 minutes.,0
Bank of America Notice: Unused rewards points expiring today! Claim your cash back of Rs. 1343 now: http://icicibank-secure.org,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://hdfc-security-login.info,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
Wells Fargo Notice: Unused rewards points expiring today! Claim your cash back of Rs. 44687 now: http://paytm-wallet-update.xyz,1
Your FedEx verification code is 293571. Do not share this code with anyone.,0
"We detected a suspicious login on your Amazon account. If this was not you, secure your account at http://verify-appleid-support.com",1
Your Spotify verification code is 689808. Do not share this code with anyone.,0
USPS Update: Package delivery failed due to unpaid customs fee of Rs. 1175. Update details: http://yono-sbi-alert.online,1
Your monthly credit card statement for SBI is now available online. Log in to view it.,0
Congratulations! You are selected for a work-from-home position. Daily wage of $638. Register: http://netflix-billing-update.xyz,1
Your DHL verification code is 162698. Do not share this code with anyone.,0
"Dear customer, your SBI card has been blocked. Click here to reactivate: http://sbi-kyc-verify.net",1
Your package from Google is out for delivery. You can track it here: github.com,0
Earn $751 daily by working part-time. No experience required. Start immediately on WhatsApp: http://netflix-billing-update.xyz,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Urgent: Verification required for your DHL subscription. Click here to update your billing details: http://yono-sbi-alert.online,1
Your package from Google is out for delivery. You can track it here: github.com,0
Earn Rs. 4008 daily by working part-time. No experience required. Start immediately on WhatsApp: http://telegram-job-group.link,1
"Hi Smith, I've sent you the files for the project review. Let me know if you have any questions.",0
Security Alert: A login attempt was made on your Coinbase from New York. Confirm seed phrase: http://whatsapp-job-scam.xyz,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
"Dear Client, your Paytm account will be suspended. To prevent deactivation, update your KYC immediately at http://sbi-kyc-verify.net",1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
Make money online with zero investment! Earn Rs. 45870 every week. Sign up now: http://metamask-restore-wallet.xyz,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Part-time home job vacancy: Earn up to Rs. 19373 per week by liking social media posts. Join Telegram: http://hdfc-security-login.info,1
Your monthly credit card statement for SBI is now available online. Log in to view it.,0
Jackpot Alert: You are the winner of Rs. 24160 cash! Click to transfer to your bank account: http://metamask-restore-wallet.xyz,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 48839. Please call helpline: 72019-38291 immediately.",1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
Part-time home job vacancy: Earn up to $706 per week by liking social media posts. Join Telegram: http://hdfc-security-login.info,1
"Your flight to Dubai is confirmed for tomorrow at 6:15 PM. Terminal 3, Gate 120709.",0
Congratulations! Your mobile number has been selected to win a free coffee. Claim your reward: http://icicibank-secure.org,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://icicibank-secure.org,1
Thanks for your subscription! Your receipt for order #789438 is attached. Amazon.,0
Jackpot Alert: You are the winner of $656 cash! Click to transfer to your bank account: http://usps-address-update-fees.net,1
Hey! Are we still meeting for lunch today at 3:30 PM? Let me know.,0
Jackpot Alert: You are the winner of $144 cash! Click to transfer to your bank account: http://verify-appleid-support.com,1
"Your appointment is confirmed. If you need to reschedule, please contact our help desk.",0
"We detected a suspicious login on your FedEx account. If this was not you, secure your account at http://icicibank-secure.org",1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
"Dear customer, update your PAN/Aadhaar card for Paytm account to avoid deactivation: http://hdfc-security-login.info",1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
You have won a lottery prize of $499 from Amazon! Contact customer service on WhatsApp to claim: http://paytm-wallet-update.xyz,1
We are meeting at the park at 1:00 PM. Bring your running shoes!,0
"Dear customer, your Wells Fargo card has been blocked. Click here to reactivate: http://yono-sbi-alert.online",1
"Hi there, your package from USPS has been delivered to your front porch. Thank you.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://hdfc-security-login.info,1
The team meeting is rescheduled to 12 noon in the main conference room.,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of $788. Please call helpline: 88291-03928 immediately.",1
"Hello, this is to inform you that your delivery from DHL will arrive today between 2 PM and 5 PM.",0
Action Required: Unusual sign-in attempt detected on your Axis Bank account. Secure it now: http://usps-address-update-fees.net,1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
"Dear customer, update your PAN/Aadhaar card for Wells Fargo account to avoid deactivation: http://indiapost-delivery-fees.xyz",1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Earn $244 daily by working part-time. No experience required. Start immediately on WhatsApp: http://hdfc-security-login.info,1
"Dear employee, your monthly payslip for May is now available on the HR portal.",0
Your monthly gas bill is overdue. Pay $895 now at http://telegram-job-group.link to prevent service termination.,1
Your monthly credit card statement for HDFC Bank is now available online. Log in to view it.,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://metamask-restore-wallet.xyz to avoid shutoff.,1
Your monthly credit card statement for Axis Bank is now available online. Log in to view it.,0
Urgent: Verification required for your Facebook subscription. Click here to update your billing details: http://usps-address-update-fees.net,1
Your Microsoft security code is 165709. This is only valid for 10 minutes.,0
Urgent: Verification required for your Amazon subscription. Click here to update your billing details: http://sbi-kyc-verify.net,1
"Hi Emily, I've sent you the files for the project review. Let me know if you have any questions.",0
"We detected a suspicious login on your Netflix account. If this was not you, secure your account at http://verify-appleid-support.com",1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Congratulations! You are selected for a work-from-home position. Daily wage of $469. Register: http://yono-sbi-alert.online,1
"Hi, your Kotak Bank account has been credited with INR Rs. 1563. Available balance is INR Rs. 1563.",0
Security Alert: A login attempt was made on your TrustWallet from Bangalore. Confirm seed phrase: http://metamask-restore-wallet.xyz,1
Your Spotify verification code is 413009. Do not share this code with anyone.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 22731. Register: http://yono-sbi-alert.online,1
Your package from FedEx is out for delivery. You can track it here: github.com,0
DHL Express: Your shipment from Bangalore is on hold. Resolve delivery issues at http://paytm-wallet-update.xyz,1
Your appointment with Dr. Jessica is scheduled for Monday at 6:15 PM.,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://yono-sbi-alert.online to avoid shutoff.,1
"Hello, this is to inform you that your delivery from Netflix will arrive today between 2 PM and 5 PM.",0
You have won a lottery prize of Rs. 11428 from FedEx! Contact customer service on WhatsApp to claim: http://verify-appleid-support.com,1
We are meeting at the park at 1:00 PM. Bring your running shoes!,0
"Dear customer, your ICICI Bank card has been blocked. Click here to reactivate: http://telegram-job-group.link",1
Your transaction at Chase of Rs. 3617.00 was successful. Card ending in 933327.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 23718. Register: http://whatsapp-job-scam.xyz,1
"Hey, just checking in to see how your mom is doing after the surgery.",0
Verify your Metamask wallet recovery phrase within 24 hours to avoid losing access: http://paytm-wallet-update.xyz,1
Please find the attached bank statement for your credit card for the month of April.,0
SBI Notice: Unused rewards points expiring today! Claim your cash back of $796 now: http://icicibank-secure.org,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Jackpot Alert: You are the winner of $777 cash! Click to transfer to your bank account: http://telegram-job-group.link,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://yono-sbi-alert.online,1
Please find the attached bank statement for your credit card for the month of April.,0
Lucky Winner: You have won a Apple Gift Card worth $353! Redeem your prize here: http://sbi-kyc-verify.net,1
Your package from India Post is out for delivery. You can track it here: fedex.com/track,0
"We detected a suspicious login on your Facebook account. If this was not you, secure your account at http://usps-address-update-fees.net",1
Thanks for your subscription! Your receipt for order #981195 is attached. Google.,0
Alert: Your Kotak Bank netbanking access is blocked due to suspicious activity. Verify details now: http://netflix-billing-update.xyz,1
The team meeting is rescheduled to 1:00 PM in the main conference room.,0
Alert: Your Wells Fargo netbanking access is blocked due to suspicious activity. Verify details now: http://netflix-billing-update.xyz,1
"Hey Priya, happy birthday! Hope you have an awesome day and a great year ahead.",0
Urgent: Verification required for your Spotify subscription. Click here to update your billing details: http://indiapost-delivery-fees.xyz,1
Please find the attached bank statement for your credit card for the month of April.,0
"Dear customer, your Chase card has been blocked. Click here to reactivate: http://whatsapp-job-scam.xyz",1
Your monthly credit card statement for Bank of America is now available online. Log in to view it.,0
Earn Rs. 31103 daily by working part-time. No experience required. Start immediately on WhatsApp: http://netflix-billing-update.xyz,1
"Hey Priya, happy birthday! Hope you have an awesome day and a great year ahead.",0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://netflix-billing-update.xyz,1
Thanks for your subscription! Your receipt for order #839622 is attached. Netflix.,0
Part-time home job vacancy: Earn up to $684 per week by liking social media posts. Join Telegram: http://icicibank-secure.org,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Verify your TrustWallet wallet recovery phrase within 24 hours to avoid losing access: http://usps-address-update-fees.net,1
Your transaction at Axis Bank of Rs. 3820.00 was successful. Card ending in 153901.,0
"We detected a suspicious login on your Apple account. If this was not you, secure your account at http://usps-address-update-fees.net",1
"Hello, this is to inform you that your delivery from India Post will arrive today between 2 PM and 5 PM.",0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://verify-appleid-support.com,1
Your Netflix security code is 899268. This is only valid for 10 minutes.,0
Urgent: Verification required for your Microsoft subscription. Click here to update your billing details: http://paytm-wallet-update.xyz,1
Your appointment with Dr. Priya is scheduled for Monday at 1:00 PM.,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of Rs. 17998. Please call helpline: 98122-38291 immediately.",1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 43234. Register: http://icicibank-secure.org,1
"Dear Customer, welcome to NetBanking. Have a pleasant experience using our online services.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://usps-address-update-fees.net to avoid shutoff.,1
Your transaction at Chase of Rs. 2987.00 was successful. Card ending in 629182.,0
Verify your Coinbase wallet recovery phrase within 24 hours to avoid losing access: http://metamask-restore-wallet.xyz,1
We are meeting at the park at 3:30 PM. Bring your running shoes!,0
Alert: Your YONO SBI netbanking access is blocked due to suspicious activity. Verify details now: http://sbi-kyc-verify.net,1
Hey! Are we still meeting for lunch today at 12 noon? Let me know.,0
Your monthly gas bill is overdue. Pay Rs. 22586 now at http://icicibank-secure.org to prevent service termination.,1
"Hi, just reminding you that our weekly status meeting starts in 10 minutes.",0
You have won a lottery prize of $587 from FedEx! Contact customer service on WhatsApp to claim: http://paytm-wallet-update.xyz,1
Your monthly credit card statement for Axis Bank is now available online. Log in to view it.,0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://icicibank-secure.org to avoid shutoff.,1
Thanks for ordering from Facebook! Your item has been shipped and will arrive tomorrow.,0
You have won a lottery prize of $624 from DHL! Contact customer service on WhatsApp to claim: http://telegram-job-group.link,1
Hey! Are we still meeting for lunch today at 3:30 PM? Let me know.,0
Earn Rs. 23666 daily by working part-time. No experience required. Start immediately on WhatsApp: http://yono-sbi-alert.online,1
Your monthly credit card statement for HDFC Bank is now available online. Log in to view it.,0
Congratulations! You are selected for a work-from-home position. Daily wage of Rs. 22174. Register: http://hdfc-security-login.info,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
"Dear Customer, your Kotak Bank account will be suspended. To prevent deactivation, update your KYC immediately at http://telegram-job-group.link",1
Your appointment with Dr. Jessica is scheduled for Monday at 12 noon.,0
Congratulations! Your mobile number has been selected to win a free bread. Claim your reward: http://indiapost-delivery-fees.xyz,1
Don't forget to submit the report before the end of the day. Have a great weekend!,0
Congratulations! Your mobile number has been selected to win a free milk. Claim your reward: http://yono-sbi-alert.online,1
"Hi, your Chase account has been credited with INR Rs. 3584. Available balance is INR Rs. 3584.",0
"We detected a suspicious login on your India Post account. If this was not you, secure your account at http://whatsapp-job-scam.xyz",1
Your Google security code is 392549. This is only valid for 10 minutes.,0
Axis Bank Notice: Unused rewards points expiring today! Claim your cash back of Rs. 32249 now: http://hdfc-security-login.info,1
Thanks for ordering from Apple! Your item has been shipped and will arrive tomorrow.,0
"Dear customer, your electricity connection will be cut off tonight at 9:30 PM due to pending bill of $484. Please call helpline: 88291-03928 immediately.",1
"Hi, are you free for a call sometime this afternoon? Need to discuss the budget.",0
Lucky Winner: You have won a India Post Gift Card worth $775! Redeem your prize here: http://yono-sbi-alert.online,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://hdfc-security-login.info to avoid shutoff.,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
"Dear customer, your YONO SBI card has been blocked. Click here to reactivate: http://yono-sbi-alert.online",1
Your transaction at HDFC Bank of Rs. Rs. 4729 was successful. Card ending in 693188.,0
Your Spotify account has been compromised. Log in immediately to reset your password: http://usps-address-update-fees.net,1
"Hey Emily, happy birthday! Hope you have an awesome day and a great year ahead.",0
Part-time home job vacancy: Earn up to $50 per week by liking social media posts. Join Telegram: http://netflix-billing-update.xyz,1
"Hello, this is to inform you that your delivery from Google will arrive today between 2 PM and 5 PM.",0
Utility Board: Immediate power disconnection alert. Pay your unpaid bill at http://whatsapp-job-scam.xyz to avoid shutoff.,1
"Hello, this is to inform you that your delivery from Apple will arrive today between 2 PM and 5 PM.",0
"Dear customer, update your PAN/Aadhaar card for ICICI Bank account to avoid deactivation: http://sbi-kyc-verify.net",1
Can you pick up some grocery and eggs on your way home? Thanks!,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://hdfc-security-login.info,1
Hey! Can you send me the address of the restaurant? We are leaving now.,0
Urgent: Verification required for your Apple subscription. Click here to update your billing details: http://telegram-job-group.link,1
"Hey, did you watch the latest episode of that show? We need to talk about the ending!",0
DHL Express: Your shipment from Mumbai is on hold. Resolve delivery issues at http://usps-address-update-fees.net,1
Your package from FedEx is out for delivery. You can track it here: fedex.com/track,0
India Post: Your parcel has arrived at the sorting center but has an incorrect address. Fix it now: http://yono-sbi-alert.online,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
FedEx Alert: Address correction required for parcel delivery. Reschedule at http://telegram-job-group.link,1
Your transaction at Wells Fargo of Rs. Rs. 4618 was successful. Card ending in 662108.,0
Congratulations! Your mobile number has been selected to win a free coffee. Claim your reward: http://yono-sbi-alert.online,1
Just wanted to say thanks for the dinner last night. We had a wonderful time!,0
Urgent: Verification required for your Microsoft subscription. Click here to update your billing details: http://netflix-billing-update.xyz,1
"Hi, your Paytm account has been credited with INR Rs. 8613. Available balance is INR Rs. 8613.",0
Lucky Winner: You have won a DHL Gift Card worth Rs. 21894! Redeem your prize here: http://paytm-wallet-update.xyz,1
"Hi, your Chase account has been credited with INR 307.00. Available balance is INR 307.00.",0
